ID;Cantina;Higiene;Preços;Atendimento;Comentários;Data da Avaliação;IP Usuário;bert_label;model_score
80;Adriano Chagas Burguer;4;3;5;Ótimo atendimento,  produtos de qualidade, saborosos por um preço muito justo, o melhor de todos ;2025-08-25 20:17:54;;POS;5
79;Delícias Gurmet;4;3;5;;2025-08-25 20:17:51;;;
78;Cantina Charles Darwin;4;1;4;;2025-08-25 20:17:43;;;
77;Adriano Chagas Burguer;3;4;5;;2025-08-25 20:17:32;;;
76;Adriano Chagas Burguer;4;2;5;;2025-08-25 20:17:27;;;
75;Cantina Charles Darwin;4;2;5;;2025-08-25 20:17:13;;;
74;Delícias Gurmet;3;1;4;;2025-08-25 20:17:11;;;
73;Cantina Charles Darwin;3;1;3;Produtos muito caro e qualidade baixa ;2025-08-25 20:16:43;;NEG;2
72;Cantina Charles Darwin;5;3;4;Demora um pouco pra ficar pronto;2025-08-25 20:16:40;;NEU;3
71;Adriano Chagas Burguer;4;4;5;;2025-08-25 20:16:31;;;
70;Delícias Gurmet;4;3;4;;2025-08-25 20:16:12;;;
69;Cantina Charles Darwin;5;3;4;;2025-08-25 20:16:07;;;
68;Cantina Charles Darwin;4;2;2;;2025-08-25 20:15:59;;;
67;Delícias Gurmet;3;3;2;;2025-08-25 20:15:52;;;
66;Adriano Chagas Burguer;4;4;5;;2025-08-25 20:15:44;;;
65;Cantina Charles Darwin;3;1;2;;2025-08-25 20:15:43;;;
63;Adriano Chagas Burguer;4;4;5;;2025-08-25 20:15:42;;;
64;Delícias Gurmet;3;1;2;;2025-08-25 20:15:42;;;
62;Adriano Chagas Burguer;5;3;5;;2025-08-25 20:15:34;;;
61;Cantina Charles Darwin;4;2;3;;2025-08-25 20:15:32;;;
60;Cantina Charles Darwin;4;2;5;;2025-08-25 20:15:23;;;
59;Adriano Chagas Burguer;4;3;5;;2025-08-25 20:15:20;;;
58;Delícias Gurmet;5;3;5;gosto muito, lanche bem recheiudo e bom preço ;2025-08-25 20:14:42;;POS;5
56;Adriano Chagas Burguer;5;5;5;A melhor;2025-08-25 20:14:37;;POS;5
57;Delícias Gurmet;5;2;5;é bom, mas tem pouco variedade de lanches, os que tem são muito caros;2025-08-25 20:14:37;;NEU;3
55;Adriano Chagas Burguer;5;3;5;ele é um querido e os lanches dele são ótimos, preços super acessíveis ;2025-08-25 20:14:12;;POS;5
54;Cantina Charles Darwin;4;2;4;eu gosto das comidas, só é ruim que o preço aumenta cada vez mais kkk;2025-08-25 20:14:09;;NEU;3
53;Delícias Gurmet;4;3;5;;2025-08-25 20:14:02;;;
52;Adriano Chagas Burguer;4;3;5;Muito bom os lanches, além disso o valor é bem acessível, gosto pq tem bastante variedade ;2025-08-25 20:13:43;;POS;4
51;Cantina Charles Darwin;3;1;3;preços absurdos, visto que uma PAÇOCA está 4 REAIS. lanches muitas vezes bem congelados ou até mesmo crus, demora no atendimento e o preço realmente é muito alto, já paguei 17 reais uma fatia de torta de frango.;2025-08-25 20:13:36;;NEG;1
50;Cantina Charles Darwin;4;2;4;;2025-08-25 20:13:30;;;
49;Adriano Chagas Burguer;4;3;5;;2025-08-25 20:13:28;;;
48;Delícias Gurmet;4;3;4;;2025-08-25 20:13:14;;;
47;Adriano Chagas Burguer;3;3;5;;2025-08-25 20:13:07;;;
46;Cantina Charles Darwin;4;2;4;;2025-08-25 20:12:59;;;
45;Cantina Charles Darwin;4;3;4;Faltam opções para vegetarianos .;2025-08-25 20:12:51;;NEG;2
44;Cantina Charles Darwin;3;1;3;Os lanches, vem toda vez gelado, por mais que vamos duas vezes esquentar, os valores são muito altos, por coisas pequenas, acaba que não compensa ;2025-08-25 20:12:45;;NEG;2
43;Delícias Gurmet;5;3;4;;2025-08-25 20:12:30;;;
42;Delícias Gurmet;5;2;4;;2025-08-25 20:12:16;;;
41;Cantina Charles Darwin;5;1;4;;2025-08-25 20:12:01;;;
40;Adriano Chagas Burguer;5;3;5;;2025-08-25 20:11:43;;;
39;Cantina Charles Darwin;3;3;3;Legal diversicar o cardapio;2025-08-25 20:11:10;;NEG;1
38;Delícias Gurmet;1;1;1;Lanche caro e ruim, esquentado no microondas;2025-08-25 20:10:56;;NEG;2
37;Adriano Chagas Burguer;5;5;5;O melhor sem duvidas, Adriano tem anos de experiencia!;2025-08-25 20:10:31;;POS;5
36;Adriano Chagas Burguer;5;3;4;;2025-08-25 20:09:28;;;
35;Cantina Charles Darwin;3;2;4;rwtgdgffd;2025-08-25 20:06:44;;NEU;3
34;Cantina Charles Darwin;4;3;4;;2025-08-25 20:05:31;;;
33;Delícias Gurmet;4;2;4;;2025-08-25 20:05:30;;;
32;Delícias Gurmet;4;3;4;top sharamene deles;2025-08-25 20:04:55;;POS;5
31;Adriano Chagas Burguer;4;3;4;;2025-08-25 20:04:31;;;
30;Adriano Chagas Burguer;5;5;5;Delicia de alimento;2025-08-25 20:04:29;;POS;5
29;Adriano Chagas Burguer;4;3;4;Excelente atendimento.;2025-08-25 20:04:25;;POS;5
28;Adriano Chagas Burguer;4;4;4;Top é espetinho;2025-08-25 20:04:07;;POS;5
26;Cantina Charles Darwin;4;3;4;;2025-08-25 20:04:06;;;
27;Cantina Charles Darwin;5;2;3;;2025-08-25 20:04:06;;;
25;Adriano Chagas Burguer;5;4;5;;2025-08-25 20:03:46;;;
24;Delícias Gurmet;4;3;4;Excelente atendimento, rápido, ágil.;2025-08-25 20:03:43;;POS;5
23;Cantina Charles Darwin;4;2;3;;2025-08-25 20:01:38;;;
22;Adriano Chagas Burguer;5;3;4;;2025-08-25 20:00:42;;;
21;Delícias Gurmet;4;3;4;;2025-08-25 20:00:11;;;
20;Cantina Charles Darwin;3;1;1;;2025-08-25 19:59:59;;;
19;Adriano Chagas Burguer;4;3;4;;2025-08-25 19:59:58;;;
18;Adriano Chagas Burguer;5;5;5;;2025-08-25 19:59:41;;;
17;Cantina Charles Darwin;4;2;4;Poderia melhorar na questão do valor pois na cidade 1 halls esta 1,50 Na cantina se encontra a 3,00 reais;2025-08-25 19:58:23;;NEG;2
16;Cantina Charles Darwin;5;2;3;;2025-08-25 19:56:56;;;
15;Adriano Chagas Burguer;5;5;5;MELHOR DE TODOS ;2025-08-25 19:56:47;;POS;5
14;Cantina Charles Darwin;5;1;4;;2025-08-25 19:56:27;;;
13;Cantina Charles Darwin;4;1;3;;2025-08-25 19:56:03;;;
12;Adriano Chagas Burguer;4;2;5;;2025-08-25 19:55:48;;;
11;Cantina Charles Darwin;5;3;5;Excelente atendimento, salgados e doces bem feitos e bem preparados;2025-08-25 19:54:05;;POS;5
10;Delícias Gurmet;1;1;1;;2025-08-25 19:52:20;;;
9;Cantina Charles Darwin;1;1;1;;2025-08-25 19:52:13;;;
8;Delícias Gurmet;3;2;3;;2025-08-25 19:52:11;;;
7;Adriano Chagas Burguer;5;5;5;CHICO TEM QUE COMPRAR TODAS AS LANCHONETES DO BIOPARK;2025-08-25 19:52:05;;NEG;1
6;Adriano Chagas Burguer;4;3;5;;2025-08-25 19:52:01;;;
5;Cantina Charles Darwin;4;2;4;;2025-08-25 19:51:47;;;
4;Cantina Charles Darwin;2;2;4;O atendimento foi bom mas a comida estava ruim sem variabilidade de escolha também ;2025-08-25 18:48:26;;NEU;3
3;Delícias Gurmet;5;3;4;;2025-08-25 18:28:02;;;
2;Adriano Chagas Burguer;3;2;2;;2025-08-25 18:27:46;;;
1;Cantina Charles Darwin;4;3;4;Esta faltando produtos com frequência;2025-08-25 18:27:26;;NEG;2
